,country,year,ppl_acc,ppl_no_acc,gdp_capita,e_non_ebt,e_ebt,e_co2_em
1019,Luxembourg,2010,506953,0,58364,49.337203110000004,0.7053473690000001,1340609.4203159865
1020,Luxembourg,2011,518347,0,54031,48.10695036,0.6467710529999999,1146042.1595580862
1021,Luxembourg,2012,530946,0,57873,47.06076858,0.8106736840000001,1160345.9566294856
1022,Luxembourg,2013,543360,0,56319,44.6353368,0.97413421,785568.4606226677
1023,Luxembourg,2014,556319,0,66750,43.13940207,1.046394737,812246.4728440295
1024,Macedonia,1990,1883230,112998,7936,,1.292105263,9389145.402865974
1025,Macedonia,1991,1887301,106001,7512,,2.231578947,6867901.422974041
1026,Macedonia,1992,1889710,98949,7018,,2.231578947,7333939.722088526
1027,Macedonia,1993,1892038,91990,6535,,1.373684211,7059532.577831616
1028,Macedonia,1994,1896420,85283,6605,,1.8289473680000001,7432616.842215375
1029,Macedonia,1995,1904325,78927,6721,,2.107894737,7901785.923160235
1030,Macedonia,1996,1916468,72975,6701,,2.236842105,7833305.321262052
1031,Macedonia,1997,1932177,67422,6919,,2.368421053,7329249.091198879
1032,Macedonia,1998,1949807,62250,7249,,2.85,9102237.002104348
1033,Macedonia,1999,1966956,57438,7806,,3.655263158,8261594.618144293
1034,Macedonia,2000,1981838,52981,8183,,3.078947368,8677022.086400753
1035,Macedonia,2001,1994048,48794,8124,,1.647368421,9019079.52115168
1036,Macedonia,2002,2004144,44784,7866,,1.992105263,7811990.09350032
1037,Macedonia,2003,2012576,40850,7684,,3.6157894739999996,7810139.294250585
1038,Macedonia,2004,2020257,36790,7917,,3.9,7795072.149799155
1039,Macedonia,2005,2027683,32589,8724,,3.926315789,7775353.815173146
1040,Macedonia,2006,2042514,20631,9142,,4.3421052630000005,7466589.77061459
1041,Macedonia,2007,2042145,23313,9797,,2.657894737,6307136.634015793
1042,Macedonia,2008,2050839,16539,10750,,2.210526316,6410483.031348743
1043,Macedonia,2009,2052540,16553,11415,,3.342105263,6100026.742024775
1044,Macedonia,2010,2063523,7216,11625,,6.3974368421,5483136.460007021
1045,Macedonia,2011,2066708,5675,11321,,3.774139474,6110191.999680137
1046,Macedonia,2012,2073154,882,11748,,2.7469368419999998,5806233.916332983
1047,Macedonia,2013,2075611,128,12421,,4.192152632,4772325.082534336
1048,Macedonia,2014,2077491,4,13110,,3.399121052,4494243.660955648
1049,Malaysia,1990,16947912,1090409,8477,246.1965931,10.49736842,21437899.193403754
1050,Malaysia,1991,17472736,1056718,9017,299.30723969999997,11.6,29958918.769371178
1051,Malaysia,1992,17993381,1019343,9572,325.0124836,11.27894737,30900307.32617561
1052,Malaysia,1993,18515755,979212,9996,337.8912427,12.77105263,39973972.503202476
1053,Malaysia,1994,19049401,937493,10569,365.54860080000003,17.06052632,40063440.29874735
1054,Malaysia,1995,19600481,895116,11374,382.5287644,16.27368421,52376801.93800362
1055,Malaysia,1996,20170529,852792,11901,431.9215729,13.64210526,52246808.26392448
1056,Malaysia,1997,20754304,811021,12350,507.71913699999993,10.87894737,53363144.046891145
1057,Malaysia,1998,21343149,770315,10711,470.42574809999996,11.72894737,51953043.02025046
1058,Malaysia,1999,21925035,731251,10962,525.6392725,19.87368421,48909534.0698676
1059,Malaysia,2000,22491278,694330,12269,588.7947291,18.40526316,57045816.570942394
1060,Malaysia,2001,23040045,658862,11799,595.7289283,15.96315789,61105612.96272597
1061,Malaysia,2002,23574974,623837,12341,640.7730435000001,14.25,60300822.31087567
1062,Malaysia,2003,24100600,588103,12765,699.2449321000001,13.39473684,71965038.68173276
1063,Malaysia,2004,24623700,550409,13695,744.7430442,14.66578947,75225917.1993966
1064,Malaysia,2005,25152366,507027,14931,794.5569352,15.80789474,83448030.87720601
1065,Malaysia,2006,25683875,459691,15295,825.5761796,16.63947368,81485243.89569965
1066,Malaysia,2007,26220014,405831,16511,882.3199781000001,15.6763423716,88440095.86265431
1067,Malaysia,2008,26766555,344514,17770,909.3347298000001,20.5447634216,103030880.54940717
1068,Malaysia,2009,27412145,193238,16645,881.7022923,22.190054282600002,106327666.24389634
1069,Malaysia,2010,27912475,199814,17653,911.1581180999999,20.2778659156,121166414.44850697
1070,Malaysia,2011,28511237,123891,19390,938.862842,25.1303815856,125609544.35708378
1071,Malaysia,2012,29112115,58341,20203,1006.8637856,28.237348419,121794218.7208461
1072,Malaysia,2013,29685673,21051,21152,1048.3695467,34.041552633,127261134.33918832
1073,Malaysia,2014,30223520,4497,21339,1050.6112624,38.399157899,129715968.16196857
1074,Mexico,1990,80462235,4895639,9766,1185.1511975099997,77.91301169799999,116794654.96244158
1075,Mexico,1991,82348139,4723373,9946,1237.3847081999997,74.896779907,128369150.2954761
1076,Mexico,1992,82740001,6088309,10169,1247.1143769999999,87.324256386,129296357.51495217
1077,Mexico,1993,86244979,4355474,10050,1253.8533931,87.26234532499998,135717820.10853684
1078,Mexico,1994,87951752,4397395,10221,1349.9935154300001,69.73643381,148953095.82036474
1079,Mexico,1995,90082078,3963501,9100,1305.97686011,89.539763548,139337216.69792455
1080,Mexico,1996,91949540,3737912,9145,1340.46530202,98.770612978,145112652.97416335
1081,Mexico,1997,93711019,3570720,9674,1379.56188427,84.90353539099999,162221272.60349092
1082,Mexico,1998,94960260,3861196,10217,1449.42177418,80.930343357,179369940.23502144
1083,Mexico,1999,97090994,3209585,10391,1446.3294926,102.09558240500002,178385591.28802544
1084,Mexico,2000,99692534,2027139,11338,1517.37577934,103.84085554299999,186247847.13745114
1085,Mexico,2001,100165562,2901506,11300,1511.3576042599998,91.33901854300001,197442577.81139413
1086,Mexico,2002,102161098,2194510,11311,1573.66922265,81.47802728,196389489.89450255
1087,Mexico,2003,103020832,2619621,11480,1599.45057146,70.602414582,211098674.54924622
1088,Mexico,2004,105495185,1500398,12193,1675.12174863,85.44007355000001,204306564.3227037
1089,Mexico,2005,107314534,1157694,13018,1779.77164696,94.407801831,215468177.13769165
1090,Mexico,2006,109117136,975242,13713,1834.31924889,99.97068835200001,212537373.75925714
1091,Mexico,2007,109882375,1953971,14180,1850.9572164800002,94.3331237,214675939.86083767
1092,Mexico,2008,112427484,1234325,14442,1862.10418918,124.721229642,211006536.4342887
1093,Mexico,2009,114022850,1482378,13474,1879.96361816,91.82217788700001,216843622.2108134
1094,Mexico,2010,116423441,895500,14276,1909.62238189,120.72145084,205316151.4992501
1095,Mexico,2011,118194888,895129,15210,2009.6451809199998,119.28069741200001,217356493.3751763
1096,Mexico,2012,119754913,1073394,15203,2030.38092722,111.655088275,229421710.9658898
1097,Mexico,2013,122228077,307892,15357,2047.64418606,104.300333188,219926693.27743307
1098,Mexico,2014,123194198,1027402,15531,2002.94608669,138.62263115699997,212631628.9079328
1099,Morocco,1990,11970911,12908225,4828,79.14823442,3.210526316,9472580.077949207
1100,Morocco,1991,12751219,12585643,5084,80.17854041,3.2263157889999996,9498726.736308113
1101,Morocco,1992,12689415,13102079,4892,90.92877732,2.536842105,9887137.421119014
1102,Morocco,1993,14363318,11874099,4773,93.45594839,1.165789474,11405394.402760396
1103,Morocco,1994,15185402,11481646,5190,101.97055533,2.210526316,12074863.673288263
1104,Morocco,1995,15297506,11777726,4830,100.64511378,1.6078947369999999,13578636.37901993
1105,Morocco,1996,16837592,10623011,5558,101.32673592,5.15,12027351.186315719
1106,Morocco,1997,17663754,10162147,5106,105.19438333000001,5.481578947,12539026.136107488
1107,Morocco,1998,18490094,9685169,5048,108.95712698,4.676315788999999,12269089.251313187
1108,Morocco,1999,19318660,9196138,4801,116.0525027,2.171052632,12440110.775098402
1109,Morocco,2000,20151739,8697882,4580,115.15100633,2.0578947370000003,12776050.63871589
1110,Morocco,2001,20991636,8190196,4614,123.76759796000002,2.810789473,15370297.863175426
1111,Morocco,2002,21840492,7671876,4509,127.03743067,2.7263184480000002,16061201.025935274
1112,Morocco,2003,22701944,7141993,4608,125.65122544,4.327928216,16468038.595034054
1113,Morocco,2004,23600201,6579084,4537,143.36633784999998,4.711318447999999,19046371.738497384
1114,Morocco,2005,24478791,6042279,4440,157.734195,3.0818447640000004,19724813.63630184
1115,Morocco,2006,29788919,1080427,4834,161.04185265,3.067897395,20039064.811464407
1116,Morocco,2007,26349836,4876045,5168,159.465902295,3.107897395,20504214.73246094
1117,Morocco,2008,27333476,4263379,5803,176.2780566,3.1950026580000004,20971297.47468171
1118,Morocco,2009,28359147,3630750,6164,167.05004395500004,7.788160553,19536723.488296498
1119,Morocco,2010,29431749,2977890,6603,183.00899757500002,10.859739501,21733921.997364786
1120,Morocco,2011,30554805,2304018,7226,196.693464922,7.099213184,22948100.311294973
1121,Morocco,2012,31725956,1607833,7323,201.16876153,6.208161271,24812215.340669878
1122,Morocco,2013,32936533,888236,7450,202.31371386,10.526318447,22287258.208235018
1123,Morocco,2014,31435363,2882719,7324,206.63383740000003,9.371844762999999,24204692.362183888
1124,Netherlands,1990,14951510,0,25173,907.4578193740001,2.134210527,66366922.2373129
1125,Netherlands,1991,15069798,0,25816,924.4158395259999,2.478947369,66266505.153557524
1126,Netherlands,1992,15184166,0,26466,935.1418442300001,2.684210526,69304173.8205974
1127,Netherlands,1993,15290368,0,26968,942.60874015,2.973684211,68952891.76547183
1128,Netherlands,1994,15382838,0,27867,931.99490158,3.3605526317999996,71856579.70130762
1129,Netherlands,1995,15459006,0,28915,969.6873808099999,3.744736841,69528399.46025774
1130,Netherlands,1996,15530498,0,29657,1010.51834902,4.828947369,70339301.4241081
1131,Netherlands,1997,15610650,0,32099,992.001923325,5.3473684210000005,72001316.90764378
1132,Netherlands,1998,15707209,0,33873,997.8462837500001,6.173923684,74854654.81244229
1133,Netherlands,1999,15812088,0,36238,985.0900173799998,6.654886842,69489800.01435941
1134,Netherlands,2000,15925513,0,39923,996.69062594,7.874465789,71195411.64871697
1135,Netherlands,2001,16046180,0,40005,1034.47829992,8.719521053000001,74416980.77374655
1136,Netherlands,2002,16148929,0,40263,1032.98854634,10.472178946,74935005.70016296
1137,Netherlands,2003,16225302,0,39325,1040.21538126,10.442886843,76359347.84101975
1138,Netherlands,2004,16281779,0,39959,1071.86829292,14.002047369,77924412.33114895
1139,Netherlands,2005,16319868,0,42550,1088.6647503200002,19.647152629,75589611.30998415
1140,Netherlands,2006,16346101,0,44600,1064.485292552,21.232689471,70098976.42558977
1141,Netherlands,2007,16381696,0,47515,1084.26070764,20.015773686000003,74424051.7837802
1142,Netherlands,2008,16445593,0,47481,1065.6038938299998,24.947671049,74250324.23293704
1143,Netherlands,2009,16530388,0,45285,1046.4715075,28.515786843,72533639.86363
1144,Netherlands,2010,16615394,0,44394,1108.4705886,29.512428953,76018944.21043848
1145,Netherlands,2011,16693074,0,44591,1057.03492305,32.476510528,72338801.01929352
1146,Netherlands,2012,16754962,0,45412,1021.10901961,33.009407896,68457322.71165892
1147,Netherlands,2013,16804432,0,48629,990.7142531239999,32.135157891999995,68507793.9054987
1148,Netherlands,2014,16865008,0,47747,935.6182938400001,30.808428952,72139501.50708275
1149,New Zealand,1990,3329800,0,19955,103.33621647000001,67.87852495700001,5292094.492066604
1150,New Zealand,1991,3495100,0,19041,109.26194876,67.577979782,5836903.6894625565
1151,New Zealand,1992,3531700,0,19575,115.29226072,62.774911454,7193510.07660713
1152,New Zealand,1993,3572200,0,20388,114.0008071,69.413392717,6317472.885227144
1153,New Zealand,1994,3620000,0,21794,119.6483156,75.196636771,5478988.57904011
1154,New Zealand,1995,3673400,0,22506,121.58059193,79.519473151,5105972.0092505375
1155,New Zealand,1996,3732000,0,22846,130.84624245999998,75.83355827999999,6207195.414862613
1156,New Zealand,1997,3781300,0,23661,140.29493544000002,68.392482695,8548514.388298169
1157,New Zealand,1998,3815000,0,24078,133.65982185000001,74.8075082,7789004.46922126
1158,New Zealand,1999,3835100,0,25219,141.53612677,69.125224904,9096288.676045343
1159,New Zealand,2000,3857700,0,25868,146.07920105,73.775156802,8824209.47852148
1160,New Zealand,2001,3880500,0,26194,152.90537739,66.118722264,10628872.5197297
1161,New Zealand,2002,3948500,0,26709,152.75901967,74.22205835300001,9665435.133859217
1162,New Zealand,2003,4027200,0,26820,149.68475672,70.732746935,11267809.316326655
1163,New Zealand,2004,4087500,0,26753,146.9849921,81.093823608,10942916.836685224
1164,New Zealand,2005,4133900,0,26840,148.70807187,72.55440444,13171065.075295666
1165,New Zealand,2006,4184600,0,27071,149.96398698000002,73.906175875,13047563.609633388
1166,New Zealand,2007,4223800,0,29007,148.2538897,75.41143218799999,11449937.162831543
1167,New Zealand,2008,4259800,0,29132,150.67125011000002,74.049871005,12428079.806142543
1168,New Zealand,2009,4302600,0,29852,141.92480583,81.884916409,10227181.841883348
1169,New Zealand,2010,4350700,0,30904,144.87808772,86.339085114,9793767.11131996
1170,New Zealand,2011,4384000,0,32057,140.82311381,88.845864191,9273990.479763327
1171,New Zealand,2012,4408100,0,31720,148.81070342,83.537128964,10741221.696619809
1172,New Zealand,2013,4442100,0,32708,150.68164181,84.396877311,9395073.692659574
1173,New Zealand,2014,4509700,0,33091,156.00347865999998,90.545056964,8446641.908059936
1174,Norway,1990,4241473,0,30319,136.493291404,319.363157916,9504700.545498488
1175,Norway,1991,4261732,0,27754,130.459497916,290.37631580000004,9150799.958389115
1176,Norway,1992,4286401,0,34023,135.344760306,307.626315821,12423576.248771224
1177,Norway,1993,4311991,0,31647,143.084466164,314.410526284,13621532.813191468
1178,Norway,1994,4336613,0,32234,148.48634811,294.507894716,14415737.40760466
1179,Norway,1995,4359184,0,34041,148.50519058,320.576315816,13050394.707804648
1180,Norway,1996,4381336,0,37445,158.62446763999998,274.118421021,12789204.152324773
1181,Norway,1997,4405157,0,39565,165.27856732,289.51578942599997,14926522.611504642
1182,Norway,1998,4431464,0,38420,167.2714171,305.192105216,15526899.436156739
1183,Norway,1999,4461913,0,43291,163.75214096,320.366515774,16413482.631942129
1184,Norway,2000,4490967,0,54594,160.23283072,373.97236583200004,13153553.111582687
1185,Norway,2001,4513751,0,54330,170.19252361,317.7685736469999,14109255.765303575
1186,Norway,2002,4538159,0,53736,167.617430208,341.226850021,14073561.558055367
1187,Norway,2003,4564855,0,55874,174.418395696,279.042094768,14532021.49271233
1188,Norway,2004,4591910,0,60079,175.57003276,287.90978686799997,14654391.352032835
1189,Norway,2005,4623291,0,70877,169.713310896,359.3006052519999,14814934.924508061
1190,Norway,2006,4660677,0,74670,170.574375358,316.84236845400005,15016952.688225899
1191,Norway,2007,4709153,0,74813,169.61716674,355.108157906,15856634.937827572
1192,Norway,2008,4768212,0,81923,170.062442776,369.372105305,15544332.296653789
1193,Norway,2009,4828726,0,70175,167.8286199,332.880789511,16400369.068470087
1194,Norway,2010,4889252,0,72578,172.79810746100003,310.47657894200006,16851455.336217836
1195,Norway,2011,4953088,0,80623,172.148876693,320.846052673,16618314.048247
1196,Norway,2012,5018573,0,81826,171.90381669799999,377.949736801,16279418.590515647
1197,Norway,2013,5079623,0,79894,172.083603548,343.265263137,15423886.914681723
1198,Norway,2014,5137232,0,75846,168.686278969,362.96210531,16032577.281807039
1199,Oman,2007,2662762,0,42888,173.577944618,0.0,19710742.17287377
1200,Oman,2008,2759014,0,50637,203.93386142399999,0.0,20399034.51193316
1201,Oman,2009,2882942,0,41592,204.33816848200001,0.0,19689046.364574406
1202,Oman,2010,3041460,0,43260,240.05752502800004,0.0,21200876.840505026
1203,Oman,2011,3237268,0,44454,262.216277751,0.0,22244859.557109207
1204,Oman,2012,3464644,0,44308,285.069484107,0.0,22969925.12598073
1205,Oman,2013,3711481,0,41970,318.428911557,0.003157895,23380096.97908803
1206,Oman,2014,3960925,0,37748,317.115471992,0.003157895,23262589.811349668
1207,Pakistan,1990,64538904,43139710,2472,254.8901458,44.96158,19405539.151263244
1208,Pakistan,1991,65995330,44735090,2441,269.5514111,48.11331,20882342.661585867
1209,Pakistan,1992,71746275,42000860,2464,280.9384067,52.48619,22927738.77407426
1210,Pakistan,1993,75468367,41281193,2512,311.37280080000005,57.71969,24664903.70908679
1211,Pakistan,1994,79288795,40480761,2502,325.60605969999995,56.649730000000005,26992631.321905386
1212,Pakistan,1995,83218997,39610151,2584,343.3105358,59.859609999999996,28096863.15120874
1213,Pakistan,1996,87263061,38675278,2603,364.0339369,65.25593,30737573.573489208
1214,Pakistan,1997,91410983,37676004,2554,368.2453761,48.543620000000004,31925152.781999737
1215,Pakistan,1998,93185650,39067614,2612,382.48129059999997,63.44165,31157576.463202935
1216,Pakistan,1999,99931639,35473945,2624,410.1162281,56.59158000000001,33936703.229852766
1217,Pakistan,2000,104255618,34267667,2608,428.68169059999997,48.644674211,37834606.16605543
1218,Pakistan,2001,110024317,31577120,2575,438.2373783,50.43157,39084494.134885535
1219,Pakistan,2002,113023929,31630214,2648,451.1255694,56.259021053000005,40042795.91456433
1220,Pakistan,2003,117508867,30194534,2717,484.62081781000006,67.470000002,36325965.46050036
1221,Pakistan,2004,122102663,28677637,2892,543.4313979899999,71.822105259,40620841.010315195
1222,Pakistan,2005,129053256,24856411,3162,558.216222555,83.273421057,43179707.15904562
1223,Pakistan,2006,131724090,25369903,3408,595.5169018869999,81.94815789399999,48348883.36933741
1224,Pakistan,2007,143017013,17315961,3559,635.107172671,86.12184210200002,49023527.51648966
1225,Pakistan,2008,142028513,21616090,3761,651.4436642300001,74.402368424,50844289.744930044
1226,Pakistan,2009,151564084,15485496,3901,657.6380270950001,76.88184210800001,52049226.79329732
1227,Pakistan,2010,153186537,17373645,4133,657.5263529470001,80.27578947,50106158.44578157
1228,Pakistan,2011,159152163,15032102,4464,655.5441241,83.503684209,48367012.376073875
1229,Pakistan,2012,165274102,12637431,4568,664.8554110499999,81.12342104999999,49835295.66974237
1230,Pakistan,2013,170082989,11629606,4676,667.69124551,86.703421053,53476441.977321446
1231,Pakistan,2014,178153823,7392434,4876,686.82034929,90.65973684400001,54709851.65954218
1232,Peru,1990,13144841,8681817,3361,75.73776444,27.907894737,4356901.708013334
1233,Peru,1991,13730216,8552912,3434,71.966316393,30.59210526,3843306.751537312
1234,Peru,1992,15938676,6798380,3460,74.51446083100001,25.847368420000002,4230126.200046513
1235,Peru,1993,14930558,8253670,3612,77.716460829,31.336842105000002,4808272.360302394
1236,Peru,1994,15537582,8081774,4129,84.82791972000001,33.857894735,4299703.4689955255
1237,Peru,1995,16143878,7894882,4541,95.170517227,34.420000001,4553495.528377932
1238,Peru,1996,16375520,8065554,4687,98.595001663,35.423684208,5125091.899305716
1239,Peru,1997,17170694,7656712,4927,100.034160004,35.181842104999994,5846005.922916094
1240,Peru,1998,18161978,7037770,4758,98.937057781,36.670526316,5455667.550035774
1241,Peru,1999,18935433,6625866,4694,100.854841662,38.632105261,5362569.882647218
1242,Peru,2000,18787379,7127500,4777,100.415459169,42.986578947,5448053.10574821
1243,Peru,2001,18937886,7323477,4756,94.86413416799999,46.786842103000005,4781416.423870524
1244,Peru,2002,19786886,6814581,5009,97.48513582999999,47.966578948999995,5160285.823688789
1245,Peru,2003,20036550,6901188,5257,94.299604726,49.291842109,5111757.42442989
1246,Peru,2004,20643723,6629471,5616,106.96131572,46.525000004,7548753.377879462
1247,Peru,2005,21307960,6302450,6181,112.59227126,48.226842109,9510547.83742788
1248,Peru,2006,22403913,5546031,6936,109.909497276,52.482894739,8535180.601236992
1249,Peru,2007,23196676,5096048,7607,125.93404447,52.544736846,10795786.011797575
1250,Peru,2008,24253554,4388426,8272,141.61531442,51.370526321,11400720.34673206
1251,Peru,2009,25064355,3937152,8248,144.65406814899998,53.592105261,15055034.68509116
1252,Peru,2010,25884956,3488690,9309,163.604062178,54.542894737000005,19835191.59088087
1253,Peru,2011,26696939,3063050,10044,185.004579697,58.509210524000004,17573787.137013637
1254,Peru,2012,27474670,2684296,10493,188.21656712,59.896842105,18645245.338560227
1255,Peru,2013,28161834,2403882,10783,193.38306516,61.783421049000005,16455619.932203567
1256,Peru,2014,28780437,2192917,10961,199.49218988,63.048684214000005,20853877.833067894
1257,Philippines,1990,38478254,23469094,3693,148.98336624000004,31.46778947,11576550.914405925
1258,Philippines,1991,40192082,23316377,3703,146.26057699000003,28.692105259999998,13974129.040647833
1259,Philippines,1992,41945975,23129511,3778,176.71973317,26.68421053,15241955.552954713
1260,Philippines,1993,43589262,23060985,3925,182.16971684999996,28.15,14415146.799004449
1261,Philippines,1994,45573365,22662865,4293,191.17879653900002,32.05789474,17332275.180099826
1262,Philippines,1995,47446743,22388972,4636,216.314647342,32.54473684,18474768.026127268
1263,Philippines,1996,49355790,22090317,4961,231.85068080099998,35.694736840000004,19645733.40879374
1264,Philippines,1997,51296206,21768558,4834,253.14471124100004,35.01578947,22667314.95717868
1265,Philippines,1998,53256605,21437090,4347,255.744451603,36.78947369,23275429.28075055
1266,Philippines,1999,54865732,21470080,4147,248.854843491,48.51052632,21577072.62025297
1267,Philippines,2000,57293915,20697654,4187,245.373847763,51.118421049999995,27096719.53697848
1268,Philippines,2001,59355352,20309963,4133,246.50336053599997,46.173684210000005,26169956.774653308
1269,Philippines,2002,61451516,19900544,4121,245.63380916,45.46175263000001,25897461.487104103
1270,Philippines,2003,63602477,19429477,4153,255.23303966,46.55858947,27359409.882322364
1271,Philippines,2004,65700935,18977558,4197,262.43617773,49.66902895,28588141.299703382
1272,Philippines,2005,67828715,18445522,4268,262.98626731,48.179478947999996,31500095.956373073
1273,Philippines,2006,69951619,17857800,4422,248.12035358999998,53.840271048000005,26921427.47834471
1274,Philippines,2007,72081351,17212139,4683,265.04106637999996,49.571768416,29720911.5378
1275,Philippines,2008,75596303,15155561,4898,271.12009058,54.284221054,34380898.46845548
1276,Philippines,2009,76462452,15758427,5033,276.57297986000003,53.133694735,33233590.330095313
1277,Philippines,2010,78763122,14963502,5449,293.34168761,46.902100008000005,37460173.05469805
1278,Philippines,2011,81150720,14127220,5851,295.04750278,52.222505263,38533050.6692232
1279,Philippines,2012,83617517,13249125,5984,304.54692509,54.635794739999994,42621750.839316644
1280,Philippines,2013,86170903,12310129,6393,333.13863481,52.376178949,47610493.523525536
1281,Philippines,2014,88736338,11365911,6592,353.72913431,52.130668420999996,51679362.41488682
1282,Poland,1990,38110782,0,7476,1205.9641328,3.87368421,249681936.17520857
1283,Poland,1991,38246193,0,7400,1179.6853056,3.968421053,240476306.164171
1284,Poland,1992,38363667,0,8034,1127.5861025000002,4.257894737,230850813.53228742
1285,Poland,1993,38461408,0,8704,1127.2528081,4.07631579,216598817.10849667
1286,Poland,1994,38542652,0,9379,1077.8927444,4.694736842,216420700.2694456
1287,Poland,1995,38594998,0,10348,1102.9258788,5.144736842,201452823.554892
1288,Poland,1996,38624370,0,10830,1157.8153879000001,5.431578946999999,207085015.97592002
1289,Poland,1997,38649660,0,11637,1146.1965997000002,5.6105263160000005,202559383.19263366
1290,Poland,1998,38663481,0,12188,1096.657649,6.665789472999999,194883223.49536976
1291,Poland,1999,38660271,0,12902,1075.7215566999998,6.189473685,189146347.61510205
1292,Poland,2000,38258629,0,13207,1010.5768590999999,6.1368421049999995,188631598.90510604
1293,Poland,2001,38248076,0,13286,1002.167588,7.323684211,188978843.289113
1294,Poland,2002,38230364,0,13713,991.3861115,7.281578948,181705633.0979957
1295,Poland,2003,38204570,0,13678,1027.7678743,5.921052631,191462015.99948314
1296,Poland,2004,38182222,0,14183,1032.1998979,8.090526315999998,189785676.77346322
1297,Poland,2005,38165445,0,14724,1053.1289279,10.123157894999999,188233351.53471625
1298,Poland,2006,38141267,0,15415,1104.5798845,11.291578948000002,194400752.12239012
1299,Poland,2007,38120560,0,17025,1098.1383947,14.288157895,191670710.53720063
1300,Poland,2008,38125759,0,17677,1114.9711249,17.386842106,185136518.49832478
1301,Poland,2009,38151603,0,18984,1069.5124706000001,22.837631576,175780478.41905746
1302,Poland,2010,38042794,0,20495,1134.3765421,28.653947364,182435410.64074513
1303,Poland,2011,38063255,0,21837,1134.5318354,34.573684207,185493898.87102583
1304,Poland,2012,38063164,0,23037,1089.7324254,44.41947368300001,179636931.0889371
1305,Poland,2013,38040196,0,23627,1092.6814617,44.912105260999994,180437485.48048094
1306,Poland,2014,38011735,0,24356,1043.5783542,52.223684215,171026838.5430474
1307,Portugal,1990,9983218,0,13917,169.1734596,25.923577884,19841582.02643497
1308,Portugal,1991,9960235,0,14656,176.61630930000004,25.939367357000002,20417374.330555204
1309,Portugal,1992,9952494,0,15113,191.5427867,14.570627325999999,23918835.397165358
1310,Portugal,1993,9964675,0,15671,186.00309130000002,24.877777775000002,22301686.75822317
1311,Portugal,1994,9991525,0,16791,187.276261,30.636842104,21910506.57394517
1312,Portugal,1995,10026176,0,16950,215.2164311,24.707894739,25399695.190102637
1313,Portugal,1996,10063945,0,17194,203.87631709999997,41.55526315600001,20326752.790776744
1314,Portugal,1997,10108977,0,18536,212.0831554,37.450000005,21934130.984521665
1315,Portugal,1998,10160196,0,19412,235.429668,37.243157890999996,24262699.284322888
1316,Portugal,1999,10217828,0,20547,257.99119554000004,22.758421053,30554044.515826076
1317,Portugal,2000,10289898,0,21497,254.97514384000002,33.864210526,27461385.01919461
1318,Portugal,2001,10362722,0,21556,251.08948886000002,41.425263161000004,27151050.124799136
1319,Portugal,2002,10419631,0,21739,266.61420728,25.612631579000002,30538200.496099554
1320,Portugal,2003,10458821,0,21398,251.62032133,46.593684210999996,26239185.41927066
1321,Portugal,2004,10483861,0,21135,261.55500311000003,32.418157893,28005660.418339837
1322,Portugal,2005,10503330,0,22812,272.85783675,21.657368420999997,31674132.283334363
1323,Portugal,2006,10522288,0,23852,249.70994814,41.152631583,28086589.17105981
1324,Portugal,2007,10542964,0,25004,250.67970222999998,42.555263162,25275151.13884871
1325,Portugal,2008,10558177,0,24575,244.92020089,38.528947365,24765818.88683531
1326,Portugal,2009,10568247,0,25078,237.32675721,48.139473681,24450867.091686778
1327,Portugal,2010,10573100,0,25589,225.31654208999998,74.62105262499999,19417796.48907832
1328,Portugal,2011,10557560,0,25133,223.27230058,63.455263165,21036829.511590913
1329,Portugal,2012,10514844,0,25743,211.35009487000002,50.978947366,22098771.471286036
1330,Portugal,2013,10457295,0,25862,210.07062164,77.556116929,20659952.16134669
1331,Portugal,2014,10401062,0,26717,207.09018945999998,83.058107886,19715526.32110985
1332,Qatar,1990,476445,0,33130,86.2959125,0.0,7303175.444011936
1333,Qatar,1991,487491,0,23497,97.28904806,0.0,11476494.592331458
1334,Qatar,1992,495517,0,31170,149.68493167000003,0.0,17279158.825060673
1335,Qatar,1993,501566,0,26626,159.10870417,0.0,19970300.97964347
1336,Qatar,1994,507095,0,26132,160.40702778,0.0,19764998.246162668
1337,Qatar,1995,513455,0,27458,161.39726944,0.0,20805543.541362103
1338,Qatar,1996,522304,0,26734,120.0089105,0.0,21207356.597197197
1339,Qatar,1997,534608,0,34028,128.07499642000002,0.0,24929017.98124645
1340,Qatar,1998,550430,0,33370,136.99908613999997,0.0,21777422.978308897
1341,Qatar,1999,569447,0,44340,153.02423336,0.0,22201769.574290663
1342,Qatar,2000,592267,0,66021,134.40784612,0.0,22496463.988082755
1343,Qatar,2001,616886,0,65254,130.99409287,0.0,27091173.690099943
1344,Qatar,2002,645659,0,66101,147.97374873,0.0,24543803.830718677
1345,Qatar,2003,688586,0,84196,166.32390052,0.0,26588778.106252823
1346,Qatar,2004,758855,0,96865,194.96993799999998,0.0,26129975.047292445
1347,Qatar,2005,864863,0,115017,224.38952331,0.0,31711835.62151858
1348,Qatar,2006,1010382,0,123960,236.40234470999997,0.0,40728245.22520365
1349,Qatar,2007,1189633,0,126927,258.51683063999997,0.0,39535951.45859818
1350,Qatar,2008,1389342,0,145029,285.88699303000004,0.0,38722556.62642509
1351,Qatar,2009,1590780,0,112421,288.84139557000003,0.0,41182672.700051256
1352,Qatar,2010,1779676,0,123057,336.20618459,0.0,45683628.56449203
